knowledge_base,user,question,answer
col_7c0221bd,superadmin,wHat do you know about polus solutions,"Based on the provided context, here's what I know about Polus Solutions:

Polus Solutions is a company that specializes in innovative research administration solutions. They offer expert software development services and tailored solutions across diverse domains to empower organizations.

Key points about Polus Solutions:

1. Expertise in Research Administration: Polus Solutions focuses on providing solutions and services to support research administration processes.

2. ISO Certification: The company is now ISO 9001 and ISO 27001 certified, which demonstrates their commitment to quality, security, and excellence.

3. Internship Opportunities: Polus Solutions offers HR internships, where interns can gain practical experience in recruitment, employee engagement, and learning & development.

4. Collaboration with Eduhint: Polus Solutions collaborates with the Eduhint project team, contributing to the development and improvement of their online learning portal.

5. Sponsorship of NCURA: Polus Solutions is a Silver Sponsor of NCURA (National Council of University Research Administrators), highlighting their commitment to supporting and advancing the research community.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [Eduhint - Polus Solutions](https://www.polussolutions.com/eduhint|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,superadmin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,leave policz,"I apologize, but I do not have enough context to provide a meaningful answer to the question ""leave policz"". The provided documents do not contain any information related to ""policz"". If you could rephrase your question or provide additional context, I would be happy to assist you further.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [Business Development Executive - Polus Solutions](https://www.polussolutions.com/business-development-executive|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)
- [Polus Solutions | Electronic research administration software](https://www.polussolutions.com/|web_crawl)
- [Software Engineer- Angular Developer - Polus Solutions](https://www.polussolutions.com/software-engineer-angular|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,superadmin,Leave Policy,"Unfortunately, the provided context does not contain any information about a leave policy. The documents discuss topics such as an HR internship, strategies for alleviating administrative burdens in grant management, cybersecurity measures, and conflict of interest management, but do not mention a leave policy.

Without any relevant information about a leave policy in the given context, I am unable to provide a substantive answer to the question. The context does not contain the necessary details to address a leave policy.

**Sources:**
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [Navigating Post-Award Grants with Electronic Research Administration Solutions - Polus Solutions](https://www.polussolutions.com/navigating-post-award-grants-with-electronic-research-administration-solutions|web_crawl)
- [Products - Polus Solutions](https://www.polussolutions.com/products|web_crawl)
- [Strengthening Cybersecurity: Essential Steps for Website Builders - Polus Solutions](https://www.polussolutions.com/strengthening-cybersecurity-essential-steps-for-website-builders|web_crawl)"
col_af096a78,superadmin,Leave Policy,"Hello, this is Leto from the HR team at Polus Solutions. I'd be happy to provide information on our leave policies. Here are the key details:

Leave Types and Eligibility:
- Casual Leave (CL): 12 days per year for all employees
- Seniority Leave (SEL): 4 days per year for employees with over 3 years of service
- Special Day Leave (SDL): 1 day per year for all employees to celebrate birthdays/anniversaries
- Sick Leave (SL): 6 days per year for all employees
- Compensatory Off: Available on demand for all employees
- Maternity Leave: 6 months for female employees
- Paternity Leave: 5 days for male employees
- Wedlock Leave: 10 days for all employees within 6 months of their wedding
- Bereavement Leave: 5 days for all employees upon the death of an immediate family member

Leave Application Process:
- Employees apply for leave through the Greythr portal
- Planned leaves should be requested 1-2 weeks in advance
- For immediate leaves, inform the manager first, then apply after returning
- Certain leaves like Maternity, Paternity, Wedlock, and Bereavement require email notification to the manager and HR

Please let me know if you have any other questions!

**Sources:**
- [Information_Security_Policy.pdf](546a6e38-4d0f-4afa-80e6-0c939e5e8c2b|file)
- [Leave_Policy.pdf](593fc0c5-4600-4981-a6d5-c20c307b5797|file)
- [Probation_Confirmation_Policy.pdf](fe281563-11d9-424f-9643-7694165ab7ac|file)"
col_7c0221bd,superadmin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,superadmin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,ho,"I do not have enough information to provide a meaningful answer to the question ""ho"". The context provided does not contain any information related to the question ""ho"". 

Since I cannot provide a substantive response based on the given context, here is the response with the ""is_generic"" field:

{
  ""is_generic"": true
}

**Sources:**
- [Art Lovers of America (ALA) - Polus Solutions](https://www.polussolutions.com/ala|web_crawl)
- [Gecau - Polus Solutions](https://www.polussolutions.com/gecau|web_crawl)
- [Interested in learning more about Electronic Research Administration Tools? Here’s what you need to know - Polus Solutions](https://www.polussolutions.com/interested-in-learning-more-about-electronic-research-administration-tools-heres-what-you-need-to-know|web_crawl)
- [Knowledgebase - Polus Solutions](https://www.polussolutions.com/knowledgebase|web_crawl)
- [Polus Solutions | Electronic research administration software](https://www.polussolutions.com/|web_crawl)
- [Senior Front-End Developer (UI/UX) - Polus Solutions](https://www.polussolutions.com/senior-frontend-developer|web_crawl)
- [Ticketvoordeel - Polus Solutions](https://www.polussolutions.com/ticketvoordeel|web_crawl)"
col_a9787916,test12_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,what do ou know about polus solutions,"Based on the provided context, here's what I know about Polus Solutions:

Polus Solutions is a company that specializes in innovative research administration solutions. They offer expert software development services and tailored solutions across diverse domains to empower organizations.

Key points about Polus Solutions:

- They are an innovative company that provides research administration solutions.
- They offer software development services and customized solutions for various industries.
- Polus Solutions is committed to quality, security, and excellence, as evidenced by their ISO 9001 and ISO 27001 certifications.
- They collaborate closely with other organizations like Eduhint, contributing to the development and improvement of their products and services.
- Polus Solutions is a Silver Sponsor of NCURA, highlighting their commitment to supporting and advancing the research community.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [Eduhint - Polus Solutions](https://www.polussolutions.com/eduhint|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,hello,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_7c0221bd,wwwpolussolutionscom_plugin,what do you know about polus solutions,"Based on the provided context, here is what I know about Polus Solutions:

Polus Solutions is a company that specializes in innovative research administration solutions. They offer expert software development services and tailored solutions across diverse domains to empower organizations.

Polus Solutions is now ISO 9001 and ISO 27001 certified, which marks a significant milestone in their commitment to quality, security, and excellence.

Polus Solutions has an HR internship program where interns can gain practical experience in recruitment, employee engagement, and learning & development.

Polus Solutions collaborates closely with the Eduhint project team, contributing to the construction and improvement of their online learning portal. They provide development assistance for proof of concept (PoC) projects related to new product concepts.

Polus Solutions is a Silver Sponsor of NCURA, which highlights their commitment to supporting and advancing the research community.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [Eduhint - Polus Solutions](https://www.polussolutions.com/eduhint|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,Leaev policy,"Unfortunately, I do not have any information about a ""Leaev policy"" based on the provided context. The documents discuss various regulatory frameworks and administrative requirements related to data privacy, cybersecurity, and grant management, but do not mention anything specific about a ""Leaev policy"".

""is_generic"": true

**Sources:**
- [DMI Ecosysteem - Polus Solutions](https://www.polussolutions.com/dmi-ecosystem|web_crawl)
- [Navigating Post-Award Grants with Electronic Research Administration Solutions - Polus Solutions](https://www.polussolutions.com/navigating-post-award-grants-with-electronic-research-administration-solutions|web_crawl)
- [Products - Polus Solutions](https://www.polussolutions.com/products|web_crawl)
- [Thriving in the Booming Dutch Software Market: Key Strategies for Success - Polus Solutions](https://www.polussolutions.com/thriving-in-the-booming-dutch-software-market-key-strategies-for-success|web_crawl)
- [Understanding Institutional Review Boards (IRBs): A Guide for Beginners - Polus Solutions](https://www.polussolutions.com/understanding-institutional-review-boards-irbs-a-guide-for-beginners|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,do you know about polus solutions,"Based on the information provided in the context, here's what I know about Polus Solutions:

Polus Solutions is a company that specializes in innovative research administration solutions. They offer expert software development services and tailored solutions across diverse domains to empower organizations.

Polus Solutions is now ISO 9001 and ISO 27001 certified, which marks a significant milestone in their commitment to quality, security, and excellence.

Polus Solutions collaborates closely with the Eduhint project team, contributing to the construction and improvement of their online learning portal. They provide development assistance for proof of concept (PoC) projects related to new product concepts.

Polus Solutions also offers an HR internship program where interns can gain practical experience in recruitment, employee engagement, and learning & development.

Additionally, Polus Solutions is a Silver Sponsor of NCURA (National Council of University Research Administrators), which highlights their commitment to supporting and advancing the research community.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [Eduhint - Polus Solutions](https://www.polussolutions.com/eduhint|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,what does polus solution do,"According to the provided context, Polus Solutions:

- Specializes in innovative research administration solutions, offering expert software development services and tailored solutions across diverse domains to empower organizations (Source 1).
- Offers an exciting internship opportunity in the HR team, where interns can gain practical experience in recruitment, employee engagement, and learning & development (Source 2).
- Is now ISO 9001 and ISO 27001 Certified, marking a significant milestone in their commitment to quality, security, and excellence (Sources 3-5).
- Is expanding and inviting people to explore their job opportunities and embark on a rewarding career with the company (Source 6).
- Is a Silver Sponsor of NCURA, which highlights their commitment to supporting and advancing the research community (Sources 7-8).

In summary, Polus Solutions provides innovative research administration solutions, software development services, and HR services, while also being committed to quality, security, and supporting the research community.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)
- [Polus Solutions | Electronic research administration software](https://www.polussolutions.com/|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,what does polus soltuion do,"Based on the provided context, Polus Solutions is a company that specializes in the following:

- Innovative research administration solutions: Polus Solutions offers expert software development services and tailored solutions across diverse domains to empower organizations in the research administration field.

- ISO certification: Polus Solutions is now ISO 9001 and ISO 27001 certified, which marks a significant milestone in their commitment to quality, security, and excellence.

- Sponsorship and collaboration: Polus Solutions is a Silver Sponsor of NCURA (National Council of University Research Administrators), highlighting their commitment to supporting and advancing the research community.

So in summary, Polus Solutions is a company that provides research administration software and solutions, with a focus on quality, security, and supporting the research community.

""Sources:
- Source 3: About Us - Polus Solutions
- Source 4, 5, 6: Setting New Standards with ISO Certification! - Polus Solutions
- Source 7, 8: An Year-long Collaboration With NCURA - Polus Solutions""

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)
- [Polus Solutions | Electronic research administration software](https://www.polussolutions.com/|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,what does polus solution do,"Based on the provided context, Polus Solutions is a company that specializes in the following:

- Innovative research administration solutions
- Offering expert software development services
- Providing tailored solutions across diverse domains to empower organizations

Some key points about Polus Solutions:

- They offer expertise in areas like recruitment, employee engagement, and learning & development, as evidenced by the HR internship opportunity.
- Polus Solutions has achieved ISO 9001 and ISO 27001 certifications, demonstrating their commitment to quality and security.
- The company is expanding and inviting people to explore job opportunities with them.
- Polus Solutions is a silver sponsor of NCURA (National Council of University Research Administrators), highlighting their commitment to supporting and advancing the research community.

In summary, Polus Solutions is a company that provides specialized software solutions and services, particularly in the area of research administration, while also offering expertise in HR-related functions.

""Sources:
- Source 1: About Us - Polus Solutions
- Source 2: HR Intern - Polus Solutions
- Source 3, 4, 5: News - Polus Solutions
- Source 6: Polus Solutions | Electronic research administration software
- Source 7, 8: News - Polus Solutions""

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)
- [Polus Solutions | Electronic research administration software](https://www.polussolutions.com/|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,What does polus soltuon do,"According to the context provided, Polus Solutions is a company that specializes in innovative research administration solutions. Some key points about Polus Solutions:

- Polus Solutions offers expert software development services and tailored solutions across diverse domains to empower organizations.
- The company is now ISO 9001 and ISO 27001 Certified, which marks a significant milestone in their commitment to quality, security, and excellence.
- Polus Solutions is a Silver Sponsor of NCURA (National Council of University Research Administrators), which highlights their commitment to supporting and advancing the research community.

In summary, Polus Solutions provides electronic research administration software and services to empower organizations in diverse domains. They are focused on quality, security, and supporting the research community.

**Sources:**
- [About us - Polus Solutions](https://www.polussolutions.com/about-us|web_crawl)
- [HR Intern - Polus Solutions](https://www.polussolutions.com/hr-intern|web_crawl)
- [News - Polus Solutions](https://www.polussolutions.com/news|web_crawl)
- [Polus Solutions | Electronic research administration software](https://www.polussolutions.com/|web_crawl)"
col_a9787916,test12_plugin,what does polus solution do,"I did not find any information about a ""polus solution"" in the provided context. The documents discuss various aspects of research administration and proposal management at MIT, but do not mention anything about a ""polus solution"".

Since I could not find relevant information to answer your question, my response would be:

""Unfortunately, I don't have any information about what a 'polus solution' is or does.
is_generic: true""

**Sources:**
- [Army Research Office (ARO) and Army Research Laboratory (ARL) Terms and Conditions Summary | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/aro-and-arl/army-research-office-aro-and-army-research-laboratory-arl-terms|web_crawl)
- [Grant and Contract Administration | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration|web_crawl)
- [Kuali Coeus | MIT Research Administration Services](https://ras.mit.edu/education-and-career-resources/faqs/kuali-coeus|web_crawl)
- [National Science Foundation (NSF) Terms and Conditions Summary | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/nsf/national-science-foundation-nsf-terms-and-conditions-summary|web_crawl)
- [Preparing and Submitting a Proposal | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/preparing-and-submitting-proposal|web_crawl)
- [Reporting Requirements | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/managing-projects/reporting-requirements|web_crawl)
- [Under-recovery Award Set-up and Management | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/under-recovery-fa-costs/under-recovery-award-set-and-management|web_crawl)"
col_a9787916,test12_plugin,what does mit do,"Based on the provided context, MIT Research Administration Services appears to focus on supporting various aspects of research administration and proposal management at MIT. Some key things MIT does in this area include:

1. Providing information and resources related to sponsored research, including terms and conditions from different federal agencies like the National Science Foundation, Army Research Office, etc.

2. Assisting with international research activities and engagements, including addressing contracting challenges, tax/finance considerations, export control regulations, and connecting researchers with relevant MIT resources.

3. Offering training and events for the MIT research administration community, such as live trainings, workshops, and an annual Research Administrator Day celebration.

4. Regularly updating the MIT community on changes to federal research policies that may impact their work.

5. Facilitating the lifecycle of research projects at MIT, from proposal preparation and submission to award management and reporting requirements.

6. Providing support and expertise to boost MIT's competitiveness in securing sponsored research funding, while also protecting the integrity of MIT's research enterprise.

So in summary, MIT Research Administration Services plays a crucial role in enabling and supporting the university's robust research activities across various disciplines and in collaboration with external partners and sponsors.

""is_generic"": false

**Sources:**
- [Advanced Research Projects Agency for Health (ARPA-H) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/advanced-research-projects-agency-health-arpa-h|web_crawl)
- [Air Force Office of Scientific Research (AFOSR) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/air-force-office-scientific-research-afosr|web_crawl)
- [Army Research Office (ARO) and Army Research Laboratory (ARL) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/army-research-office-aro-and-army-research-laboratory-arl|web_crawl)
- [Forms | MIT Research Administration Services](https://ras.mit.edu/forms|web_crawl)
- [International Activities | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/international-activities|web_crawl)
- [National Oceanic and Atmospheric Administration (NOAA) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/national-oceanic-and-atmospheric|web_crawl)
- [Research Administrator Day - September 25 | MIT Research Administration Services](https://ras.mit.edu/about-research-administration-services/research-administrator-day-september-25|web_crawl)
- [Upcoming Trainings and Events | MIT Research Administration Services](https://ras.mit.edu/education-and-support/upcoming-trainings-and-events|web_crawl)"
col_7c0221bd,wwwpolussolutionscom_plugin,hi,Hello! I'm here to help with questions about your knowledge base documents. Let me know what you'd like to learn or explore.
col_a9787916,test12_plugin,What does MIT do,"Based on the provided context, MIT engages in the following activities:

1. Intellectual Property and Licensing:
   - For invention disclosures, IP agreements for visiting scientists, and licenses, MIT's Technology Licensing Office should be contacted.

2. International Activities:
   - MIT has a long history of engaging in international research and educational initiatives.
   - International engagements may present contracting challenges, so MIT Research Administration Services (RAS) provides the following resources:
     - RAS International Liaison (Sharon Ray) for international engagements like Marie Skłodowska-Curie fellowships.
     - VPF Global Operations for assistance with international tax, finance, or accounting questions.
     - MIT Export Control for export control regulations.
     - MIT International Scholars Office for visiting researchers, faculty, or lecturers.
   - The Global Support Resources provide comprehensive administrative resources to assist with global activities, including risk considerations, travel policies, and the International Project Roadmap.
   - Projects involving China, Russia, or Saudi Arabia require an elevated-risk project review process.

3. Research Administration Trainings and Events:
   - MIT offers live research administration trainings open to the MIT research administration community and those exploring a career in research administration.
   - MIT Research Administrator Day is celebrated on September 25th to recognize the vital contributions of research administrators.

4. Federal Research Policy Updates:
   - MIT regularly updates the MIT community on changes to federal research policy, including information from agencies like AFOSR, ARPA-H, NOAA, ARO, and ARL.

**Sources:**
- [Advanced Research Projects Agency for Health (ARPA-H) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/advanced-research-projects-agency-health-arpa-h|web_crawl)
- [Air Force Office of Scientific Research (AFOSR) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/air-force-office-scientific-research-afosr|web_crawl)
- [Army Research Office (ARO) and Army Research Laboratory (ARL) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/army-research-office-aro-and-army-research-laboratory-arl|web_crawl)
- [Forms | MIT Research Administration Services](https://ras.mit.edu/forms|web_crawl)
- [International Activities | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/international-activities|web_crawl)
- [National Oceanic and Atmospheric Administration (NOAA) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/national-oceanic-and-atmospheric|web_crawl)
- [Research Administrator Day - September 25 | MIT Research Administration Services](https://ras.mit.edu/about-research-administration-services/research-administrator-day-september-25|web_crawl)
- [Upcoming Trainings and Events | MIT Research Administration Services](https://ras.mit.edu/education-and-support/upcoming-trainings-and-events|web_crawl)"
col_a9787916,test12_plugin,what does mit do,"Based on the provided context, MIT engages in the following activities:

1. Intellectual Property and Licensing:
   - MIT's Technology Licensing Office handles invention disclosures, IP agreements for visiting scientists, and licenses.

2. International Activities:
   - MIT has a long history of engaging in international research and educational initiatives.
   - MIT provides resources to address contracting challenges and other considerations for international engagements, such as:
     - Consulting with the RAS International Liaison, VPF Global Operations, MIT Export Control, and MIT International Scholars Office.
     - Utilizing the Global Support Resources for administrative assistance with global activities.
   - MIT has an elevated-risk project review process for projects in, related to, or funded by entities from China, Russia, or Saudi Arabia.
   - MIT has an International Project Roadmap to guide the completion of agreements for international projects or activities.

3. Research Administration Training:
   - MIT offers live research administration trainings open to the MIT research administration community and those exploring a career in research administration.

4. Celebrating Research Administrators:
   - MIT celebrates National Research Administrator Day on September 25th to recognize the vital contributions of research administrators.
   - MIT's Associate Vice President for Research Administration, Anne E. White, has highlighted the importance of research administrators in boosting MIT's competitiveness, protecting research integrity, and allowing researchers to focus on their scientific work.

5. Monitoring and Communicating Changes in Federal Research Policy:
   - MIT regularly updates the MIT community on changes to federal research policy.

**Sources:**
- [Advanced Research Projects Agency for Health (ARPA-H) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/advanced-research-projects-agency-health-arpa-h|web_crawl)
- [Air Force Office of Scientific Research (AFOSR) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/air-force-office-scientific-research-afosr|web_crawl)
- [Army Research Office (ARO) and Army Research Laboratory (ARL) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/department-defense/army-research-office-aro-and-army-research-laboratory-arl|web_crawl)
- [Forms | MIT Research Administration Services](https://ras.mit.edu/forms|web_crawl)
- [International Activities | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/international-activities|web_crawl)
- [National Oceanic and Atmospheric Administration (NOAA) | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/sponsor-information/national-oceanic-and-atmospheric|web_crawl)
- [Research Administrator Day - September 25 | MIT Research Administration Services](https://ras.mit.edu/about-research-administration-services/research-administrator-day-september-25|web_crawl)
- [Upcoming Trainings and Events | MIT Research Administration Services](https://ras.mit.edu/education-and-support/upcoming-trainings-and-events|web_crawl)"
col_a9787916,test12_plugin,What does Mit do,"Based on the provided context, MIT engages in the following activities:

1. Intellectual Property and Inventions:
   - For invention disclosures, IP agreements for visiting scientists, and licenses, contact MIT's Technology Licensing Office.

2. International Activities:
   - MIT has a long history of engaging in international activities.
   - The Global MIT website provides information about international research and educational initiatives.
   - MIT offers resources to assist with international engagements, such as the RAS International Liaison, VPF Global Operations, MIT Export Control, and MIT International Scholars Office.
   - MIT has an elevated-risk project review process for projects in, related to, or funded by entities from China, Russia, or Saudi Arabia.
   - The International Project Roadmap provides procedural steps for conducting international projects or activities.

3. Research Administration Training:
   - MIT offers live research administration trainings open to the MIT research administration community and those exploring a career in research administration.
   - MIT authentication is required to register for and join online trainings.

4. Celebrating Research Administrators:
   - September 25th is National Research Administrator Day, a day to celebrate the vital contributions made by research administrators to the university research enterprise.
   - MIT recognizes the expertise of its research administrators in boosting competitiveness, protecting research integrity, and allowing researchers to focus on their scientific work.

**Sources:**
- [Forms | MIT Research Administration Services](https://ras.mit.edu/forms|web_crawl)
- [International Activities | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/international-activities|web_crawl)
- [Research Administrator Day - September 25 | MIT Research Administration Services](https://ras.mit.edu/about-research-administration-services/research-administrator-day-september-25|web_crawl)
- [Upcoming Trainings and Events | MIT Research Administration Services](https://ras.mit.edu/education-and-support/upcoming-trainings-and-events|web_crawl)"
col_a9787916,test12_plugin,What does Mit do,"Based on the provided context, MIT does the following:

1. MIT has a long history of engaging in international activities. The Global MIT website provides information about MIT's international research and educational initiatives.

2. MIT has resources to assist with international engagements, such as:
   - RAS International Liaison (contact Sharon Ray) for international engagements like Marie Skłodowska-Curie fellowships
   - VPF Global Operations for assistance with international tax, finance, or accounting questions
   - MIT Export Control for consulting on export control regulations
   - MIT International Scholars Office for consulting if a project anticipates visiting researchers, faculty, or lecturers

3. MIT provides comprehensive administrative resources from across the institution to assist members of the community in planning and managing their global activities, such as risk considerations, travel policies, and international SOS.

4. MIT has an elevated-risk project review process for projects in, related to, or funded by entities from China, Russia, or Saudi Arabia.

5. MIT offers live research administration trainings open to the MIT research administration community and those exploring a career in research administration.

6. MIT celebrates National Research Administrator Day on September 25th to recognize the vital contributions of research administrators.

**Sources:**
- [Forms | MIT Research Administration Services](https://ras.mit.edu/forms|web_crawl)
- [International Activities | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/international-activities|web_crawl)
- [Research Administrator Day - September 25 | MIT Research Administration Services](https://ras.mit.edu/about-research-administration-services/research-administrator-day-september-25|web_crawl)
- [Upcoming Trainings and Events | MIT Research Administration Services](https://ras.mit.edu/education-and-support/upcoming-trainings-and-events|web_crawl)"
col_a9787916,test12_plugin,Full FOrm of MIT,"The full form of MIT is Massachusetts Institute of Technology.

**Sources:**
- [Forms | MIT Research Administration Services](https://ras.mit.edu/forms|web_crawl)
- [International Activities | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/international-activities|web_crawl)
- [MIT Investigator Status | MIT Research Administration Services](https://ras.mit.edu/grant-and-contract-administration/preparing-and-submitting-proposal/roles-and-responsibilities/mit-investigator-status|web_crawl)
- [Upcoming Trainings and Events | MIT Research Administration Services](https://ras.mit.edu/education-and-support/upcoming-trainings-and-events|web_crawl)"
